,RA,DEC,redshift
0,331.66405522483547,-0.4841546865670835,-0.4841546865670835
1,334.53657795329127,-1.1890306795735184,-1.1890306795735184
2,341.9024899263222,-1.1274181175484184,-1.1274181175484184
3,341.3433051172792,0.6581762089777219,0.6581762089777219
4,349.1899823087505,0.9265433732484696,0.9265433732484696
5,349.94873613904883,0.7211281648148632,0.7211281648148632
6,357.963392786544,0.7618622016608014,0.7618622016608014
7,338.7069153309644,-0.4233583255034035,-0.4233583255034035
8,341.38693618689695,0.4445094577040834,0.4445094577040834
9,343.3873880193196,-0.4118786618495701,-0.4118786618495701
10,351.7951554512766,0.5484570657420866,0.5484570657420866
11,359.57677448751195,-1.257976104056403,-1.257976104056403
12,119.87354426699603,29.715255281079465,29.715255281079465
13,122.03620208592352,28.319715965129383,28.319715965129383
14,316.8264853655866,1.1275938562149417,1.1275938562149417
15,320.5165192272136,-0.0367513536211315,-0.0367513536211315
16,321.485474455132,0.7294580118929721,0.7294580118929721
17,321.32471390705587,0.1775163206071115,0.1775163206071115
18,325.8852222623283,0.0926824478766124,0.0926824478766124
19,327.3830382171603,0.9545528956152104,0.9545528956152104
20,331.3006168531208,-0.8095370090268242,-0.8095370090268242
21,340.6183891782117,0.3067523213858581,0.3067523213858581
22,4.001720213347851,0.7722199151487461,0.7722199151487461
23,2.2593331311436504,-1.020835830620614,-1.020835830620614
24,332.91917453808173,0.1914963939743404,0.1914963939743404
25,122.94614452664273,27.616521705684217,27.616521705684217
26,126.23910464390148,30.144559920228343,30.144559920228343
27,116.7820249098177,20.05029405421352,20.05029405421352
28,119.3910913409382,21.93575152155688,21.93575152155688
29,121.4378807009308,24.1100368664986,24.1100368664986
30,128.3984209615362,29.499255296095644,29.499255296095644
31,247.46281666575447,22.64346291320236,22.64346291320236
32,124.0054481409623,24.710579032405636,24.710579032405636
33,127.56955931676988,26.378690744464794,26.378690744464794
34,128.78603462956403,27.332813837912,27.332813837912
35,132.18027661284455,28.055105072082323,28.055105072082323
36,246.1135927996864,21.827735926433935,21.827735926433935
37,235.4142330045059,7.350998287180341,7.350998287180341
38,240.3679271784948,7.575332298176108,7.575332298176108
39,244.39333199251644,7.102846335555521,7.102846335555521
40,129.04756392379824,25.930086543226,25.930086543226
41,132.66516798721656,24.648996524888982,24.648996524888982
42,132.61433998636042,24.60328241273602,24.60328241273602
43,131.76641713465384,26.140188858401608,26.140188858401608
44,243.736512967614,20.458311801313204,20.458311801313204
45,242.0290538954244,9.127075339501586,9.127075339501586
46,249.8118818073038,11.189010221468344,11.189010221468344
47,325.8203262747962,6.141859724380459,6.141859724380459
48,324.384072832841,9.437041123096105,9.437041123096105
49,324.2094629017821,9.363999454658831,9.363999454658831
50,237.0493470657766,6.580240159544299,6.580240159544299
51,321.41833466950226,1.3966397994678013,1.3966397994678013
52,326.5744256120584,22.713685847947705,22.713685847947705
53,114.33135500830988,19.97612547203102,19.97612547203102
54,119.09638779262966,18.53434502528997,18.53434502528997
55,323.2483774667729,10.524436965429985,10.524436965429985
56,230.53521105801687,-0.0478021760887939,-0.0478021760887939
57,232.9437383943324,-0.9504420066464964,-0.9504420066464964
58,131.4239248530926,0.2691968899114157,0.2691968899114157
59,167.57341192569876,1.2766008916948657,1.2766008916948657
60,168.79832207212314,1.7098879968506295,1.7098879968506295
61,171.6079708211357,1.334058701894156,1.334058701894156
62,176.23584030768717,1.2603078922341695,1.2603078922341695
63,175.80184073074972,3.078212787172077,3.078212787172077
64,179.25045646797815,2.6020822258119085,2.6020822258119085
65,183.93291984463735,2.0907304348690365,2.0907304348690365
66,183.3094655030525,2.93218772204366,2.93218772204366
67,143.17626209579214,2.533558204975197,2.533558204975197
68,229.81483624041851,3.083922698712166,3.083922698712166
69,235.14229060140732,3.6360964374949,3.6360964374949
70,235.2665589269655,3.679972058441056,3.679972058441056
71,236.9822102533765,3.334553461574123,3.334553461574123
72,317.2778165222645,9.73046763354183,9.73046763354183
73,205.5942227478266,-2.225908502467882,-2.225908502467882
74,253.66925069051877,34.23567611233352,34.23567611233352
75,260.0804382643665,27.684064499537083,27.684064499537083
76,129.975992179927,5.397746566375764,5.397746566375764
77,131.55104798169495,4.888542163977619,4.888542163977619
78,252.04776250167808,29.69799934923568,29.69799934923568
79,243.21249465018235,29.04337954592861,29.04337954592861
80,243.97908172727412,30.203298092928254,30.203298092928254
81,244.9209674453985,27.82782152483484,27.82782152483484
82,128.5225798271976,26.857876757623416,26.857876757623416
83,218.37925631738773,34.73862931471312,34.73862931471312
84,217.7011611905254,34.93502505425048,34.93502505425048
85,216.9545942863381,35.084891295379855,35.084891295379855
86,200.90124630369343,11.238803977387423,11.238803977387423
87,209.2096920043841,12.313768936754784,12.313768936754784
88,212.40998811337343,13.79997635418542,13.79997635418542
89,213.74835984723973,11.838053635494113,11.838053635494113
90,213.6095620780848,13.620944144397582,13.620944144397582
91,217.49067477070528,13.762490177077828,13.762490177077828
92,224.36025184726572,11.65656409998553,11.65656409998553
93,126.392061490381,8.494761537944962,8.494761537944962
94,201.35648003433485,13.419614679675776,13.419614679675776
95,203.6746912177231,14.394937679716806,14.394937679716806
96,218.11811233336653,33.82736349414528,33.82736349414528
97,151.04913877810696,29.982301956738347,29.982301956738347
98,151.13996776830027,29.96793324418771,29.96793324418771
99,126.6143264623798,19.62331358783005,19.62331358783005
100,245.4589900997731,13.72868758396627,13.72868758396627
101,247.9603078474481,14.190206210803424,14.190206210803424
102,173.55728439198327,26.93998136302672,26.93998136302672
103,130.07872226428793,17.962447538889418,17.962447538889418
104,145.54841999894197,23.137693817845943,23.137693817845943
105,146.35495232265606,24.37619907323499,24.37619907323499
106,147.34187574007913,25.149296878769658,25.149296878769658
107,151.14481440469217,26.669807584226792,26.669807584226792
108,152.23984244282127,28.86227879013313,28.86227879013313
109,164.3957861448841,27.50569746005593,27.50569746005593
110,163.59190109590537,26.976649508059328,26.976649508059328
111,125.51922614123458,11.689681484541074,11.689681484541074
112,172.12619771253028,23.922529268622256,23.922529268622256
113,175.07374277330638,19.56772268087026,19.56772268087026
114,176.2773812390004,20.156426830257224,20.156426830257224
115,175.95923432538143,18.21216456609265,18.21216456609265
116,176.66707372436397,21.38083393530791,21.38083393530791
117,176.74097465480068,21.49254198175996,21.49254198175996
118,179.05154234596097,19.077868889144487,19.077868889144487
119,178.25978635558093,20.47853918581969,20.47853918581969
120,234.8042654617536,11.29959861425319,11.29959861425319
121,235.84300928588863,12.960256529142336,12.960256529142336
122,235.4206276862944,13.62301959524785,13.62301959524785
123,237.72562728853367,14.54205062939746,14.54205062939746
124,240.2304668687803,12.680367730145615,12.680367730145615
125,242.59881127984107,13.97166441548543,13.97166441548543
126,242.0442749789266,14.29769547111214,14.29769547111214
127,240.9794205120664,14.209499496122726,14.209499496122726
128,241.82599095647788,13.227945309099097,13.227945309099097
129,244.0916859322741,12.44231950557185,12.44231950557185
130,126.81344168040188,9.95006203957562,9.95006203957562
131,199.09504231378375,18.02060589973175,18.02060589973175
132,184.09282447846044,19.07843163821026,19.07843163821026
133,183.64835113895543,21.257677319247136,21.257677319247136
134,190.2863054219576,19.219269845742712,19.219269845742712
135,192.8183780987487,19.603238717165777,19.603238717165777
136,194.2889320175977,20.794690979990456,20.794690979990456
137,194.85085838215943,20.000838592320832,20.000838592320832
138,196.68207775455423,20.257075747761817,20.257075747761817
139,204.68064253644792,19.56283840651355,19.56283840651355
140,205.22998079858488,17.917672049771895,17.917672049771895
141,197.15380995163943,21.294924408511257,21.294924408511257
142,219.3072000397315,14.665104325233877,14.665104325233877
143,226.01130581299185,13.987576922265104,13.987576922265104
144,226.8449660682926,12.290968915349636,12.290968915349636
145,230.3977474738793,13.05655574766388,13.05655574766388
146,206.73217745956345,19.52930441692164,19.52930441692164
147,213.1758296561121,18.557435474189557,18.557435474189557
148,226.8952165100945,14.639168562972795,14.639168562972795
149,228.52108878885863,16.064317509975417,16.064317509975417
150,229.2561872952131,15.57349970860434,15.57349970860434
151,231.8372533034188,13.489248325856163,13.489248325856163
152,212.3948852714872,20.52330082095553,20.52330082095553
153,232.7311445786534,16.399423199404783,16.399423199404783
154,248.6286793219093,27.117006574706004,27.117006574706004
155,239.78681014662632,5.248177774104539,5.248177774104539
156,230.0610254634888,2.0711603464819874,2.0711603464819874
157,129.14291515004336,0.1883448491718397,0.1883448491718397
158,202.9587591321554,11.277347060194735,11.277347060194735
159,225.70523147697065,13.565517249943968,13.565517249943968
160,149.5139381884309,26.812078861799403,26.812078861799403
161,172.34457361866893,0.3717527804060108,0.3717527804060108
162,126.298000710366,0.2530474892959016,0.2530474892959016
163,165.6888302083788,25.19321251291848,25.19321251291848
164,187.86235843665443,3.462421467090968,3.462421467090968
165,194.1834283259799,-0.2327414146329522,-0.2327414146329522
166,197.05150479051304,-0.0993168717701567,-0.0993168717701567
167,197.33621662872207,0.0145495827399551,0.0145495827399551
168,213.21318332969716,-0.1535877367563871,-0.1535877367563871
169,244.64144177544225,13.407018203599131,13.407018203599131
170,146.0413037882619,-1.854326810830289,-1.854326810830289
171,193.71977413898247,-0.5025113640508623,-0.5025113640508623
172,137.3966918912329,19.50857579522662,19.50857579522662
173,192.3189552454173,17.928981175001418,17.928981175001418
174,160.54151397222523,3.9740215344277336,3.9740215344277336
175,147.47563621646557,0.6162831663620087,0.6162831663620087
176,180.1738261710073,0.6130020163521017,0.6130020163521017
177,134.6467878807667,28.53269067270176,28.53269067270176
178,7.21633551681357,-0.6246946766249324,-0.6246946766249324
179,133.39405276763944,18.30292248129764,18.30292248129764
180,220.999654538843,14.407576659070218,14.407576659070218
181,193.96780092759116,2.3051877616767804,2.3051877616767804
182,127.20864331637156,31.950424056442117,31.950424056442117
183,220.1038149082287,13.320295088102924,13.320295088102924
184,197.83454528835,3.4097769093452315,3.4097769093452315
185,177.80314028642024,3.4312482853993016,3.4312482853993016
186,203.8376547634343,13.50169941671562,13.50169941671562
187,164.2304951318646,4.126008326587877,4.126008326587877
188,200.91960745562545,1.3618258582133842,1.3618258582133842
189,229.01697899413048,19.85961276999465,19.85961276999465
190,218.1400817960268,0.107377163085832,0.107377163085832
191,187.8642231216359,10.021478332428488,10.021478332428488
192,163.00107095263078,3.8359544388030336,3.8359544388030336
193,210.503153956615,-3.0663491178965105,-3.0663491178965105
194,158.38670301082394,-0.6860263734131192,-0.6860263734131192
195,167.98130911421225,9.541001417373971,9.541001417373971
196,181.1863592808148,10.77834721710837,10.77834721710837
197,325.01694702837506,-8.536532822494303,-8.536532822494303
198,309.7023058512597,-0.2263485096619165,-0.2263485096619165
199,205.77680577365285,2.585758875515769,2.585758875515769
200,3.3838426227870624,4.620976987507713,4.620976987507713
201,233.46103799014367,5.273694232082391,5.273694232082391
202,161.23006265238595,3.3993041290603987,3.3993041290603987
203,163.65446214583096,-3.2217244854727083,-3.2217244854727083
204,194.6287313787464,24.97430722995845,24.97430722995845
205,197.78366694600916,17.910875766586802,17.910875766586802
